SalePeriod,SaleDate,SalesPeriodType,Industry,DataType,ProductCategoryName,Quantity,Units,TOTAL_$
2001-01-01 - 2026-04-12,2022-10-25,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,2.0,2,42.76
2001-01-01 - 2026-04-12,2022-10-25,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,55.85,38,713.47
2001-01-01 - 2026-04-12,2022-10-25,Historical,Adult-Use,Delivery Operators,Shake/Trim,28.0,1,100.0
2001-01-01 - 2026-04-12,2022-10-25,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),7.0,1,31.88
2001-01-01 - 2026-04-12,2022-10-25,Historical,Adult-Use,Delivery Operators,Vape Product,50.0,44,2521.25
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Buds,574.0,94,5162.88
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),21.0,20,1061.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Infused (edible),69.0,61,1415.75
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Infused Beverage,1.0,1,6.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,20.5,11,479.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,102.0,45,1361.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Shake/Trim,14.0,1,70.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),182.0,15,873.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Couriers,Vape Product,55.0,54,2355.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Buds,346.5,63,3768.49
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Concentrate (Each),14.0,11,514.32
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Infused (edible),112.0,80,2343.66
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Infused Beverage,44.0,15,394.47
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,3.0,3,64.14
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,87.3,49,1128.2
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Shake/Trim,28.0,2,75.0
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),14.0,2,74.38
2001-01-01 - 2026-04-12,2022-10-26,Historical,Adult-Use,Delivery Operators,Vape Product,55.0,45,2324.88
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Buds,432.5,81,4037.42
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),17.5,16,983.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Infused (edible),128.0,93,2405.5
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Infused Beverage,30.0,19,247.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,8.81,8,220.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Kief,1.0,1,26.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,132.3,56,1845.48
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Shake/Trim,14.0,1,70.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),133.0,14,678.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Couriers,Vape Product,70.0,68,2813.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Buds,318.0,64,3518.29
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Concentrate (Each),8.0,7,399.28
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Infused (edible),75.0,62,1438.08
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Infused Beverage,21.0,12,225.12
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,5.2,3,100.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,83.5,48,1147.28
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Shake/Trim,42.0,3,125.0
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),14.0,2,63.76
2001-01-01 - 2026-04-12,2022-10-27,Historical,Adult-Use,Delivery Operators,Vape Product,59.0,55,2933.25
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Buds,782.3,146,7582.87
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Concentrate,0.5,1,27.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),29.0,26,1560.5
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Infused (edible),176.0,147,3712.94
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,25.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Infused Beverage,48.0,20,448.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,11.379999999999999,10,255.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Kief,3.0,3,65.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,213.45,99,3066.92
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Shake/Trim,84.0,5,420.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),196.0,16,1088.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Couriers,Vape Product,124.0,104,5280.4
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Buds,396.8,64,4102.46
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Concentrate (Each),1.0,1,45.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Infused (edible),93.0,81,2132.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Infused Beverage,21.0,18,576.5
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,6.4,3,125.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,99.75,60,1289.33
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,1,50.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),14.0,2,85.0
2001-01-01 - 2026-04-12,2022-10-28,Historical,Adult-Use,Delivery Operators,Vape Product,68.0,62,3180.38
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Buds,791.0,115,6944.35
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),15.0,12,557.5
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Infused (edible),137.0,114,2733.9
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),3.0,2,108.0
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Infused Beverage,35.0,15,296.0
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,0.5,1,18.0
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,174.15,87,2230.64
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Shake/Trim,14.0,1,70.0
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),112.0,11,585.0
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Couriers,Vape Product,78.0,69,3178.99
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Operators,Buds,219.3,38,2376.5
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Operators,Concentrate (Each),10.0,6,587.5
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Operators,Infused (edible),82.0,70,2027.25
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Operators,Infused Beverage,44.0,20,409.0
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,2.3,2,53.5
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,97.3,48,1286.29
2001-01-01 - 2026-04-12,2022-10-29,Historical,Adult-Use,Delivery Operators,Vape Product,46.0,42,2265.71
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Buds,553.3,99,4976.89
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),25.0,20,1391.5
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Infused (edible),107.0,90,2100.5
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,65.0
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Infused Beverage,12.0,7,136.0
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,120.3,60,1622.5
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Shake/Trim,43.0,6,240.0
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),63.0,8,346.0
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Couriers,Vape Product,64.0,57,2366.01
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Buds,340.0,59,3935.86
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Concentrate (Each),7.0,5,415.5
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Infused (edible),89.0,72,1907.75
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Infused Beverage,19.0,10,291.04
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,1.0,1,28.5
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,132.8,72,1758.21
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,1,35.0
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),14.0,2,72.25
2001-01-01 - 2026-04-12,2022-10-30,Historical,Adult-Use,Delivery Operators,Vape Product,38.0,35,1965.5
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Buds,736.8,114,6359.45
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),8.0,5,250.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Infused (edible),99.0,74,2001.25
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,23.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Infused Beverage,36.0,16,524.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,0.31,1,20.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,138.05,66,1811.24
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Shake/Trim,35.0,3,179.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),35.0,3,210.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Couriers,Vape Product,72.0,66,3125.99
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Operators,Buds,216.8,37,2330.5
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Operators,Concentrate (Each),15.0,7,760.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Operators,Infused (edible),41.0,35,864.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Operators,Infused Beverage,12.0,7,171.6
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,1.3,1,25.0
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,55.0,30,831.5
2001-01-01 - 2026-04-12,2022-10-31,Historical,Adult-Use,Delivery Operators,Vape Product,19.0,19,1057.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Buds,650.8,117,6170.15
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Concentrate,2.0,1,90.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),23.0,19,1079.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Infused (edible),138.0,92,2862.25
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Infused Beverage,30.0,16,343.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,7.970000000000001,8,223.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,76.9,33,971.88
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Shake/Trim,7.0,1,39.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),154.0,12,832.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Couriers,Vape Product,62.0,55,2523.99
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Operators,Buds,190.0,41,2474.54
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Operators,Concentrate (Each),8.0,8,369.5
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Operators,Infused (edible),64.0,50,1304.03
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Operators,Infused Beverage,12.0,10,179.66
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,3.9,2,65.0
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,69.85,35,959.93
2001-01-01 - 2026-04-12,2022-11-01,Historical,Adult-Use,Delivery Operators,Vape Product,26.0,26,1295.25
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Buds,536.0,78,4595.48
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Concentrate,2.0,2,90.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),15.5,15,830.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Infused (edible),115.0,81,2520.36
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Infused Beverage,34.0,16,253.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,4.66,3,132.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,90.25,39,1232.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),119.0,9,550.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Couriers,Vape Product,45.0,39,1856.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Operators,Buds,291.3,56,3296.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Operators,Concentrate (Each),6.0,5,287.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Operators,Infused (edible),99.0,66,1974.35
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Operators,Infused Beverage,4.0,2,36.7
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,3.3,2,82.0
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,36.25,23,566.5
2001-01-01 - 2026-04-12,2022-11-02,Historical,Adult-Use,Delivery Operators,Vape Product,62.0,52,3273.75
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Buds,728.5,136,7109.45
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),39.0,31,1621.2
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Infused (edible),105.0,70,2153.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Infused Beverage,36.0,14,309.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,9.79,9,197.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,97.15,51,1367.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Shake/Trim,8.0,2,53.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),147.0,14,773.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Couriers,Vape Product,72.0,65,2805.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Operators,Buds,230.0,43,2557.79
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Operators,Concentrate (Each),9.0,8,485.5
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Operators,Infused (edible),90.0,59,1796.0
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Operators,Infused Beverage,43.0,12,272.48
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,2.3,2,53.5
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,33.0,27,423.46
2001-01-01 - 2026-04-12,2022-11-03,Historical,Adult-Use,Delivery Operators,Vape Product,44.0,38,2190.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Buds,798.5,126,7164.44
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Concentrate,1.0,1,45.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),27.0,16,858.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Infused (edible),144.0,113,3342.5
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Infused Beverage,18.0,9,250.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,11.37,12,325.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,199.35,72,2658.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Shake/Trim,44.0,5,246.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),154.0,15,710.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Couriers,Vape Product,103.0,96,4186.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Buds,494.8,87,5240.75
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Concentrate (Each),4.0,4,133.5
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Infused (edible),85.0,60,1970.75
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Infused Beverage,9.0,5,106.1
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,3.9,2,75.0
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,73.7,40,975.5
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),7.0,1,42.5
2001-01-01 - 2026-04-12,2022-11-04,Historical,Adult-Use,Delivery Operators,Vape Product,65.0,60,2964.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Buds,677.5,118,6487.93
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),20.0,15,924.5
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Infused (edible),121.0,97,2762.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Infused Beverage,15.0,11,251.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,2.27,2,59.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Kief,1.0,1,26.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,111.9,57,1589.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Shake/Trim,35.0,4,187.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),56.0,8,317.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Couriers,Vape Product,144.0,60,3063.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Buds,306.3,52,3514.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Concentrate (Each),5.0,2,175.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Infused (edible),99.0,66,1990.05
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Infused Beverage,25.0,17,263.88
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,8.3,5,198.5
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,48.5,31,774.6
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,1,50.0
2001-01-01 - 2026-04-12,2022-11-05,Historical,Adult-Use,Delivery Operators,Vape Product,29.0,25,1408.5
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Buds,578.5,98,5573.95
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),26.0,16,902.5
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Infused (edible),72.0,64,1583.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Infused Beverage,20.0,13,172.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,2.3600000000000003,2,82.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,145.1,58,1961.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Shake/Trim,28.0,2,140.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),63.0,5,286.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Couriers,Vape Product,74.0,62,2809.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Buds,247.4,46,2695.99
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Concentrate (Each),6.0,5,229.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Infused (edible),129.0,94,2893.75
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Infused Beverage,40.0,22,534.36
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,17.8,8,464.5
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,71.25,49,1082.92
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Shake/Trim,28.0,2,100.0
2001-01-01 - 2026-04-12,2022-11-06,Historical,Adult-Use,Delivery Operators,Vape Product,51.0,45,2490.43
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Buds,489.5,90,4471.4
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Concentrate,1.0,1,45.0
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Concentrate (Bulk),0.35,1,30.0
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),11.0,10,404.0
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Infused (edible),85.0,60,1718.5
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Infused Beverage,18.0,14,180.0
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,5.0,3,110.0
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,72.4,33,954.0
2001-01-01 - 2026-04-12,2022-11-07,Historical,Adult-Use,Delivery Couriers,Shake/Trim,49.0,4,249.0
