SalePeriod,SaleDate,SalesPeriodType,Industry,DataType,ProductCategoryName,Quantity,Units,TOTAL_$
2001-01-01 - 2026-04-12,2025-09-08,Historical,Adult-Use,Delivery Operators,Infused Beverage,8.0,8,50.72
2001-01-01 - 2026-04-12,2025-09-08,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,107.48,62,1620.96
2001-01-01 - 2026-04-12,2025-09-08,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,508.75,305,3931.52
2001-01-01 - 2026-04-12,2025-09-08,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),224.0,15,733.04
2001-01-01 - 2026-04-12,2025-09-08,Historical,Adult-Use,Delivery Operators,Vape Product,254.0,213,7920.28
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Buds,1319.05,117,5118.05
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Concentrate,8.0,3,100.0
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),15.0,9,581.5
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Infused (edible),44.0,35,665.5
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Infused Beverage,4.0,4,24.0
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,33.36,19,468.11
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,40.9,26,329.89
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Shake/Trim,203.0,15,613.0
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),42.0,2,108.0
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Couriers,Vape Product,57.0,50,1849.5
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Buds,4642.0,467,20814.81
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Concentrate,3.0,3,110.01
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Concentrate (Each),56.0,36,1295.23
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Infused (edible),170.0,124,3018.85
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Infused (non-edible),8.0,7,273.2
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Infused Beverage,32.0,9,136.75
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,103.95,43,1349.72
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,474.1,307,3208.76
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Shake/Trim,7.0,1,30.0
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),175.0,10,559.26
2001-01-01 - 2026-04-12,2025-09-09,Historical,Adult-Use,Delivery Operators,Vape Product,268.0,234,8038.84
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Buds,1343.5,115,5409.84
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Concentrate,15.0,5,190.43
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),7.0,7,241.4
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Infused (edible),84.0,58,1244.27
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Infused Beverage,2.0,1,12.0
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,22.64,17,322.52
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,144.25,54,1004.78
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Shake/Trim,175.0,14,524.16
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),28.0,1,65.0
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Couriers,Vape Product,101.0,96,3048.34
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Buds,4232.0,488,20173.98
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Concentrate,3.0,3,115.89
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Concentrate (Each),95.0,63,2061.57
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Infused (edible),187.0,150,3709.64
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Infused (non-edible),2.0,2,95.0
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Infused Beverage,24.0,12,120.71
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,76.1,37,1055.99
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,530.2,292,4290.58
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,2,60.01
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),45.0,6,165.28
2001-01-01 - 2026-04-12,2025-09-10,Historical,Adult-Use,Delivery Operators,Vape Product,303.0,255,9446.34
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Buds,1953.0,162,7605.11
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Concentrate,42.5,12,530.68
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),10.0,8,355.0
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Infused (edible),38.0,28,573.8
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,15.0
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Infused Beverage,13.0,5,58.0
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,31.7,31,542.84
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,91.5,33,655.0
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Shake/Trim,217.0,15,701.86
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),56.0,3,160.0
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Couriers,Vape Product,103.0,90,3278.06
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Buds,4992.0,587,22656.69
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Concentrate,25.0,7,363.35
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Concentrate (Each),123.0,70,2313.23
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Infused (edible),172.0,142,3470.81
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Infused (non-edible),16.0,16,549.97
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Infused Beverage,10.0,6,64.67
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,118.95,63,1512.85
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,657.0,363,4739.48
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,2,60.01
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),203.0,13,753.57
2001-01-01 - 2026-04-12,2025-09-11,Historical,Adult-Use,Delivery Operators,Vape Product,297.0,258,9444.47
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Buds,2041.5,154,7530.04
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Concentrate,24.0,9,339.58
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),12.0,8,489.14
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Infused (edible),76.0,49,1129.93
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Infused Beverage,6.0,5,47.01
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,24.97,21,333.64
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,171.0,53,1195.44
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Shake/Trim,189.0,10,502.76
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Couriers,Vape Product,89.0,80,2556.44
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Buds,5305.5,710,24263.67
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Concentrate,26.0,9,381.01
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Concentrate (Each),100.0,82,2405.76
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Infused (edible),170.0,136,3334.26
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Infused (non-edible),8.0,8,280.0
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Infused Beverage,22.0,9,109.24
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,137.9,69,1965.97
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,633.75,392,4669.76
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Shake/Trim,28.0,4,107.68
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),127.0,11,426.32
2001-01-01 - 2026-04-12,2025-09-12,Historical,Adult-Use,Delivery Operators,Vape Product,367.0,308,11051.22
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Buds,1809.5,182,7307.83
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Concentrate,15.0,4,193.67
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),9.0,9,389.83
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Infused (edible),69.0,54,1015.0
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Infused Beverage,1.0,1,5.0
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,15.24,10,194.0
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,98.0,40,718.7
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Shake/Trim,154.0,11,472.17
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),7.0,1,27.0
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Couriers,Vape Product,72.0,62,1899.06
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Buds,4437.5,477,21348.82
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Concentrate,14.5,6,260.68
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Concentrate (Each),125.0,89,3730.8
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Infused (edible),274.0,213,5159.58
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Infused (non-edible),6.0,5,180.0
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Infused Beverage,41.0,11,224.55
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,108.6,50,1522.88
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,739.85,361,5488.29
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Shake/Trim,14.0,2,51.0
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),168.0,15,619.45
2001-01-01 - 2026-04-12,2025-09-13,Historical,Adult-Use,Delivery Operators,Vape Product,310.0,258,9296.04
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Buds,1281.0,133,5200.45
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Concentrate,21.0,6,211.01
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),15.0,15,545.26
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Infused (edible),53.0,41,928.64
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Infused Beverage,7.0,3,32.0
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,35.42,15,524.38
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,120.95,49,900.56
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Seeds,1.0,1,15.0
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Shake/Trim,224.0,15,679.0
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Couriers,Vape Product,88.0,73,2249.85
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Buds,2739.0,446,15983.78
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Concentrate,4.5,2,68.0
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Concentrate (Each),96.0,85,3341.51
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Infused (edible),232.0,191,4280.25
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Infused (non-edible),12.0,4,278.17
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Infused Beverage,18.0,3,85.0
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,268.48,127,3203.73
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Kief,1.0,1,14.12
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,563.05,371,4491.72
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),1092.0,114,2855.84
2001-01-01 - 2026-04-12,2025-09-14,Historical,Adult-Use,Delivery Operators,Vape Product,304.0,258,8248.59
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Buds,1449.0,147,5382.21
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Concentrate,15.0,5,197.91
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),10.0,5,476.0
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Infused (edible),23.0,16,304.8
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Infused Beverage,19.0,11,99.0
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,13.3,7,255.0
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,81.0,26,522.4
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Shake/Trim,98.0,8,319.0
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Couriers,Vape Product,64.0,63,1776.88
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Buds,2862.5,352,14113.27
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Concentrate,20.5,6,318.51
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Concentrate (Each),92.0,78,3344.94
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Infused (edible),167.0,137,2763.78
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Infused (non-edible),5.0,5,180.14
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Infused Beverage,23.0,10,91.59
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,91.6,48,1082.97
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,469.6,384,3821.06
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),1062.0,109,2705.8
2001-01-01 - 2026-04-12,2025-09-15,Historical,Adult-Use,Delivery Operators,Vape Product,208.0,174,5697.97
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Buds,1519.0,153,5416.37
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Concentrate,8.0,3,100.0
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),10.0,6,412.0
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Infused (edible),55.0,47,830.49
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,54.0
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Infused Beverage,11.0,8,55.0
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,17.72,14,250.11
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,117.0,39,759.45
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Shake/Trim,126.0,11,440.83
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),15.5,2,61.0
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Couriers,Vape Product,79.0,64,2060.3
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Buds,4446.0,521,19809.34
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Concentrate,31.0,4,357.51
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Concentrate (Each),97.0,74,3164.44
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Infused (edible),187.0,164,2819.55
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Infused (non-edible),4.0,4,141.0
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Infused Beverage,27.0,13,128.99
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,101.25,59,1395.02
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,401.05,314,3153.31
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Shake/Trim,21.0,3,89.92
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),652.0,66,1823.72
2001-01-01 - 2026-04-12,2025-09-16,Historical,Adult-Use,Delivery Operators,Vape Product,227.0,183,6849.75
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Buds,1491.0,174,6164.32
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Concentrate,14.0,4,148.85
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Concentrate (Bulk),1.0,1,15.0
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),14.0,10,531.5
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Infused (edible),46.0,37,711.76
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Infused Beverage,3.0,3,17.0
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,15.23,12,414.36
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,50.75,25,422.4
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Shake/Trim,126.0,11,422.46
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),42.0,2,103.6
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Couriers,Vape Product,102.0,93,2871.35
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Buds,4978.5,489,21742.56
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Concentrate,4.0,4,131.0
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Concentrate (Each),270.0,239,3446.21
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Infused (edible),223.0,195,3923.43
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Infused (non-edible),6.0,6,215.0
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Infused Beverage,6.0,4,30.41
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,117.46,76,1798.01
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,666.85,448,4569.35
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Shake/Trim,42.0,6,174.73
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),541.0,54,1520.15
2001-01-01 - 2026-04-12,2025-09-17,Historical,Adult-Use,Delivery Operators,Vape Product,301.0,254,9221.17
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Buds,1975.0,154,7130.01
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Concentrate,23.5,10,324.92
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),8.0,7,361.75
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Infused (edible),46.0,32,914.0
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,30.0
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Infused Beverage,10.0,5,84.0
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,43.71,36,682.52
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,120.25,40,849.67
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Shake/Trim,224.0,16,783.23
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),28.0,1,80.0
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Couriers,Vape Product,82.0,77,2705.5
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Buds,4338.0,462,20012.52
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Concentrate,13.0,6,235.38
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Concentrate (Each),499.0,212,2334.56
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Infused (edible),699.0,194,3935.29
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Infused (non-edible),6.0,6,210.0
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Infused Beverage,3.0,2,19.08
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Infused Pre-Rolls,133.5,72,1822.22
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Raw Pre-Rolls,694.15,372,4517.32
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Shake/Trim,7.0,1,30.0
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Shake/Trim (by strain),420.0,29,1152.37
2001-01-01 - 2026-04-12,2025-09-18,Historical,Adult-Use,Delivery Operators,Vape Product,337.0,279,9392.86
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Buds,1736.0700000000002,146,6486.78
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Concentrate,13.5,4,229.0
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Concentrate (Each),11.0,9,441.67
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Infused (edible),47.0,32,663.42
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Infused (non-edible),1.0,1,54.0
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Infused Beverage,3.0,3,14.0
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Infused Pre-Rolls,24.810000000000002,20,478.18
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Raw Pre-Rolls,152.75,54,1015.69
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Shake/Trim,147.0,12,515.32
2001-01-01 - 2026-04-12,2025-09-19,Historical,Adult-Use,Delivery Couriers,Shake/Trim (by strain),42.0,2,112.5
